member_id,ticker,exchange,person_name,name_normalized,role,board_type,age,year_of_birth,education,shares,tenure_since,data_sources,confidence_score,is_current,scraped_at
5b410b5f,SHB,HNX,Đỗ Quang Hiển,do quang hien,Chủ tịch HĐQT,HĐQT,64.0,1962,KS Vật lý Vô tuyến,"125,163,350",2005,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
0cf1c21f,SHB,HNX,Đỗ Quang Vinh,do quang vinh,Phó Chủ tịch HĐQT,HĐQT,37.0,1989,ThS Tài chính/Thạc sỹ Quản trị,"127,165,207",2021,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
84a2c78f,SHB,HNX,Đỗ Văn Sinh,do van sinh,Thành viên HĐQT,HĐQT,65.0,1961,T.S Kinh tế,"176,516",Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
bc541d22,SHB,HNX,Thái Quốc Minh,thai quoc minh,Thành viên HĐQT,HĐQT,66.0,1960,ThS QTKD/CN Tài chính - Ngân hàng,"221,590",2017,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
2b33095a,SHB,HNX,Ngô Thu Hà,ngo thu ha,Thành viên HĐQT,HĐQT,53.0,1973,T.S Kinh tế,"3,580,206",2011,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
0e9853b6,SHB,HNX,Phạm Viết Dần,pham viet dan,Thành viên HĐQT,HĐQT,52.0,1974,,"176,516",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
b9923ff2,SHB,HNX,Phan Đăng Tuất,phan dang tuat,Thành viên HĐQT độc lập,HĐQT,69.0,,,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
31ed0736,SHB,HNX,Đỗ Đức Hải,do duc hai,Phó Tổng GĐ,Ban GĐ,44.0,1982,CN Tài chính - Ngân hàng,"223,074",2021,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
e3ff2bf7,SHB,HNX,Nguyễn Huy Tài,nguyen huy tai,Phó Tổng GĐ,Ban GĐ,52.0,1974,CN Luật/CN Kinh tế,"221,094",2009,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
836a9f38,SHB,HNX,Lê Đăng Khoa,le dang khoa,Phó Tổng GĐ,Ban GĐ,52.0,1974,ThS QTKD/Thạc sỹ MBA,"221,094",2009,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
06825d0e,SHB,HNX,Ninh Thị Lan Phương,ninh thi lan phuong,Phó Tổng GĐ,Ban GĐ,52.0,1974,ThS Tài chính Ngân hàng,"367,638",2008,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
0e40e82f,SHB,HNX,Đinh Ngọc Dũng,dinh ngoc dung,Phó Tổng GĐ,Ban GĐ,50.0,1976,Thạc sỹ Kinh tế,"1,003,440",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
f0ce6788,SHB,HNX,Nguyễn Thị Thùy Phương,nguyen thi thuy phuong,Phó Tổng GĐ,Ban GĐ,48.0,1978,ThS Tài chính Ngân hàng,,2026,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
c5b5e5c8,SHB,HNX,Vũ Xuân Thủy Sơn,vu xuan thuy son,Phó giám đốc Kiểm toán nội bộ,BKS,45.0,1981,CN Tài chính - Ngân hàng,"100,344",2022,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
3e740fd5,SHB,HNX,Ngô Thị Vân,ngo thi van,Kế toán trưởng,Ban GĐ,46.0,1980,ThS Kế toán,"30,000",2014,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
8c99bd9d,SHB,HNX,Phạm Hoà Bình,pham hoa binh,Trưởng BKS,BKS,65.0,1961,CN Kinh tế,"275,584",2009,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
2a82e29a,SHB,HNX,Lê Thanh Cẩm,le thanh cam,Thành viên BKS,BKS,59.0,1967,ThS QTKD/CN Tài chính - Ngân hàng,"100,344",2013,"cafef,vietstock",1.0,True,2026-03-05T00:44:19.069919
d2ec30bc,PVS,HNX,Phan Thanh Tùng,phan thanh tung,Chủ tịch HĐQT,HĐQT,56.0,1970,CN QTKD/Thạc sỹ/CN Anh văn/KS K.Thác MTB,"126,125,377",2012,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
da8aa0f6,PVS,HNX,Nguyễn Xuân Ngọc,nguyen xuan ngoc,Thành viên HĐQT,HĐQT,50.0,1976,KS Cơ Khí,"47,796,629",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
9fad5867,PVS,HNX,Trần Hồ Bắc,tran ho bac,Thành viên HĐQT,HĐQT,48.0,1978,KS Cơ Khí/KS QTDN,"216,299",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
b9339f85,PVS,HNX,Hoàng Xuân Quốc,hoang xuan quoc,Thành viên HĐQT độc lập,HĐQT,69.0,1957,CN Kinh tế/TC Cơ khí,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
beef0418,PVS,HNX,Đoàn Minh Mẫn,doan minh man,Thành viên HĐQT độc lập,HĐQT,68.0,1958,,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
f8de0e63,PVS,HNX,Nguyễn Tuấn Hùng,nguyen tuan hung,Phó Tổng GĐ,Ban GĐ,47.0,1979,CN QTKD,,2025,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
1028a958,PVS,HNX,Lê Cự Tân,le cu tan,Phó Tổng GĐ,Ban GĐ,59.0,1967,Thạc sỹ/KS K.Thác MTB/KS QTDN,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
be82080e,PVS,HNX,Lê Chiến Thắng,le chien thang,Phó Tổng GĐ,Ban GĐ,49.0,1977,KS KTVT biển,"10,904",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
29efc3d0,PVS,HNX,Phạm Văn Hùng,pham van hung,Phó Tổng GĐ,Ban GĐ,49.0,1977,Kỹ sư/ThS Quản lý K.Tế,"6,209",2022,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
da609e1d,PVS,HNX,Nguyễn Xuân Cường,nguyen xuan cuong,Phó Tổng GĐ,Ban GĐ,49.0,1977,CN TC Tín dụng,"5,350",2008,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
a1ba07fb,PVS,HNX,Trần Hoài Nam,tran hoai nam,Phó Tổng GĐ,Ban GĐ,48.0,1978,KS Điện - Điện tử/CN Kinh tế đối ngoại,1,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
9f641b69,PVS,HNX,Nguyễn Văn Bảo,nguyen van bao,Kế toán trưởng,Ban GĐ,49.0,1977,CN TC Tín dụng,84,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
dee5e2e4,PVS,HNX,Bùi Thu Hà,bui thu ha,Trưởng BKS,BKS,46.0,1980,CN QTKD/CN Kế toán,,2008,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
5dbc40c7,PVS,HNX,Phạm Văn Tiến,pham van tien,Thành viên BKS,BKS,43.0,1983,Thạc sỹ/CN Kinh tế,,2021,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
bcf2a40a,PVS,HNX,Bùi Hữu Việt Cường,bui huu viet cuong,Thành viên BKS,BKS,45.0,1981,ThS QTKD/CN Kế toán/KS K.Tế Vận tải biển,"1,783",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:21.588608
297bd61e,VCS,HNX,Hồ Xuân Năng,ho xuan nang,Chủ tịch HĐQT,HĐQT,62.0,1964,ThS QTKD/T.S Kỹ thuật,"5,983,581",2004,"cafef,vietstock",1.0,True,2026-03-05T00:44:23.890649
085ade3d,VCS,HNX,Trần Lan Phương,tran lan phuong,Thành viên HĐQT,HĐQT,38.0,1988,ThS QTKD,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:23.890649
c0210aa1,VCS,HNX,Nguyễn Quang Hưng,nguyen quang hung,Thành viên HĐQT,HĐQT,56.0,1970,ThS Kinh tế,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:23.890649
fae6d10f,VCS,HNX,Phạm Trí Dũng,pham tri dung,Thành viên HĐQT,HĐQT,55.0,1971,KS Cơ Khí/ThS QTKD,"353,391",2007,"cafef,vietstock",1.0,True,2026-03-05T00:44:23.890649
96dbb289,VCS,HNX,Lê Thị Minh Thảo,le thi minh thao,Thành viên HĐQT,HĐQT,54.0,1972,Thạc sỹ,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:23.890649
ee32f5cc,VCS,HNX,Nguyễn Quang Anh,nguyen quang anh,Phó Tổng GĐ,Ban GĐ,50.0,1976,KS Máy XD,51,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:23.890649
416cf985,VCS,HNX,Lưu Công An,luu cong an,Phó Tổng GĐ,Ban GĐ,61.0,1965,KS Động lực,"206,261",2004,"cafef,vietstock",1.0,True,2026-03-05T00:44:23.890649
b594ec88,VCS,HNX,Trần Thị Thu Hương,tran thi thu huong,Phó Tổng GĐ,Ban GĐ,36.0,1990,ThS QTKD,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:44:23.890649
d02f17e0,VCS,HNX,Đồng Quang Thức,dong quang thuc,Phó Tổng GĐ,Ban GĐ,41.0,1985,Thạc sỹ/ThS QTKD,10,2008,"cafef,vietstock",1.0,True,2026-03-05T00:44:23.890649
535f1f54,VCS,HNX,Nguyễn Chí Công,nguyen chi cong,Phó Tổng GĐ,Ban GĐ,45.0,1981,Kỹ sư,"8,975",2017,"cafef,vietstock",1.0,True,2026-03-05T00:44:23.890649
e435a6af,VCS,HNX,Nguyễn Phương Anh,nguyen phuong anh,Kế toán trưởng,Ban GĐ,40.0,1986,CN Kinh tế,,2010,"cafef,vietstock",1.0,True,2026-03-05T00:44:23.890649
f76a2db7,MBS,HNX,Lê Viết Hải,le viet hai,Chủ tịch HĐQT,HĐQT,51.0,1975,ThS QTKD,"438,458,553",2020,"cafef,vietstock",1.0,True,2026-03-05T00:44:26.475293
a8427aa1,MBS,HNX,Phạm Xuân Thanh,pham xuan thanh,Thành Viên HĐQT,HĐQT,47.0,1979,ThS QTKD,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:26.475293
19f7a43f,MBS,HNX,Nguyễn Minh Hằng,nguyen minh hang,Thành viên HĐQT,HĐQT,47.0,1979,Thạc sỹ,"587,881",2020,"cafef,vietstock",1.0,True,2026-03-05T00:44:26.475293
fde772e6,MBS,HNX,Phan Phương Anh,phan phuong anh,Thành viên HĐQT,HĐQT,50.0,1976,ThS Tài chính Ngân hàng,,2022,"cafef,vietstock",1.0,True,2026-03-05T00:44:26.475293
9d268c7e,MBS,HNX,Phạm Thế Anh,pham the anh,Thành viên HĐQT độc lập,HĐQT,50.0,1976,Phó giáo sư/T.S Kinh tế,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:26.475293
f008465c,MBS,HNX,Phùng Thị Thanh Hà,phung thi thanh ha,Phó Tổng GĐ,Ban GĐ,45.0,1981,Thạc sỹ Kinh tế,12,2013,"cafef,vietstock",1.0,True,2026-03-05T00:44:26.475293
b957dce0,MBS,HNX,Lê Thành Nam,le thanh nam,Phó Tổng GĐ,Ban GĐ,48.0,1978,KS Công nghệ/CN QTDN,"268,221",2013,"cafef,vietstock",1.0,True,2026-03-05T00:44:26.475293
c695bef7,MBS,HNX,Phạm Thị Kim Ngân,pham thi kim ngan,Phó Tổng GĐ,Ban GĐ,46.0,1980,,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:26.475293
fc9c0615,MBS,HNX,Nguyễn Văn Học,nguyen van hoc,Kế toán trưởng,Ban GĐ,49.0,1977,Thạc sỹ,,2016,"cafef,vietstock",1.0,True,2026-03-05T00:44:26.475293
8eae0568,MBS,HNX,Phạm Thị Hoa,pham thi hoa,Trưởng BKS,BKS,56.0,1970,Thạc sỹ,204,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:26.475293
6d2db279,MBS,HNX,Vũ Thị Hương,vu thi huong,Thành viên BKS,BKS,39.0,1987,Đại học,"101,093",2017,"cafef,vietstock",1.0,True,2026-03-05T00:44:26.475293
f1acf196,MBS,HNX,Lê Thu Trang,le thu trang,Thành viên BKS,BKS,38.0,1988,ThS QTKD,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:26.475293
2bd31da0,MBS,HNX,Lê Văn Tuấn,le van tuan,Quản lý,Khác,47.0,1979,Thạc sỹ,"535,307",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:26.475293
490745a4,NVB,HNX,Bùi Thị Thanh Hương,bui thi thanh huong,Chủ tịch HĐQT,HĐQT,46.0,1980,ThS QTKD/CN Kế toán-Kiểm toán,"92,350,470",2021,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
c017d345,NVB,HNX,Hoàng Thu Trang,hoang thu trang,Phó Chủ tịch HĐQT,HĐQT,47.0,1979,CN Khoa học Xã hội,,2021,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
d6d43f3e,NVB,HNX,Nguyễn Thị Hài Hòa,nguyen thi hai hoa,Thành viên HĐQT,HĐQT,41.0,1985,,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
62082c79,NVB,HNX,Dương Thế Bằng,duong the bang,Thành viên HĐQT,HĐQT,54.0,1972,,"95,745,805",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
c7aebead,NVB,HNX,Trịnh Thanh Mai,trinh thanh mai,Thành viên HĐQT,HĐQT,51.0,1975,CN Kinh tế,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
b0041a0c,NVB,HNX,Tạ Kiều Hưng,ta kieu hung,Thành viên HĐQT,HĐQT,46.0,1980,ThS QTKD/CN Tài chính - Ngân hàng,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
fc334b9c,NVB,HNX,Đỗ Thị Thu Hương,do thi thu huong,Thành viên HĐQT độc lập,HĐQT,41.0,,,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
743f7727,NVB,HNX,Võ Thị Thùy Dương,vo thi thuy duong,Phó Tổng GĐ,Ban GĐ,49.0,1977,ThS Luật,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
82c166ce,NVB,HNX,Nguyễn Viết Hợi,nguyen viet hoi,Phó Tổng GĐ,Ban GĐ,43.0,1983,Cử nhân,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
81ecb3e6,NVB,HNX,Nguyễn Hiếu Nhân Ghislain,nguyen hieu nhan ghislain,Phó Tổng GĐ,Ban GĐ,57.0,1969,Đại học,,2025,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
de8c3641,NVB,HNX,Bùi Thị Khánh Vân,bui thi khanh van,Kế toán trưởng,Ban GĐ,46.0,1980,Thạc sỹ,,2022,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
ba32b7c6,NVB,HNX,Đỗ Thị Đức Minh,do thi duc minh,Trưởng BKS,BKS,51.0,1975,ThS Kinh tế,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
c26178c8,NVB,HNX,Phạm Thị Hiền,pham thi hien,Thành viên BKS,BKS,53.0,1973,Thạc sỹ Kinh tế,,2022,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
07b9d44f,NVB,HNX,Nguyễn Việt Sơn,nguyen viet son,Thành viên BKS,BKS,50.0,1976,Luật sư,,2025,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
06e29d56,NVB,HNX,Lê Văn Quý,le van quy,Thành viên BKS,BKS,47.0,1979,CN Kinh tế,,2025,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
7d5bba80,NVB,HNX,Vũ Kim Phượng,vu kim phuong,Thành viên BKS,BKS,50.0,1976,ThS QTKD,,2015,"cafef,vietstock",1.0,True,2026-03-05T00:44:29.178140
33080070,HUT,HNX,Vũ Đình Độ,vu dinh do,Chủ tịch HĐQT,HĐQT,44.0,1982,,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
c61b8834,HUT,HNX,Nguyễn Thế Minh,nguyen the minh,Phó Chủ tịch HĐQT,HĐQT,55.0,1971,ThS QTKD,"12,000",2021,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
df5e9284,HUT,HNX,Hồ Việt Hà,ho viet ha,Phó Chủ tịch HĐQT,HĐQT,50.0,1976,CN Ngân Hàng,"2,400,000",2021,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
8620f34c,HUT,HNX,Nguyễn Danh Hiếu,nguyen danh hieu,Phó Chủ tịch HĐQT,HĐQT,43.0,1983,,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
618cafdb,HUT,HNX,Ngô Đức Vũ,ngo duc vu,Phó Chủ tịch HĐQT,HĐQT,50.0,1976,,,2025,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
fcac6f5f,HUT,HNX,Phan Thị Thu Thảo,phan thi thu thao,Thành Viên HĐQT,HĐQT,44.0,1982,ThS QTKD,,2021,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
564de4ee,HUT,HNX,Đàm Bích Thủy,dam bich thuy,Thành viên HĐQT,HĐQT,65.0,1961,,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
15b0e375,HUT,HNX,Bùi Quang Bách,bui quang bach,Thành viên HĐQT,HĐQT,50.0,1976,,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
c6fba09b,HUT,HNX,Phan Thùy Giang,phan thuy giang,Phụ trách quản trị,Ban GĐ,47.0,1979,ThS QTKD,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
0593d836,HUT,HNX,Hoàng Minh Hùng,hoang minh hung,Tổng Giám đốc,Ban GĐ,44.0,1982,Thạc sỹ,,2025,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
1e80be9d,HUT,HNX,Nguyễn Hải Hà,nguyen hai ha,Phó Tổng GĐ,Ban GĐ,44.0,1982,ThS QTKD,"10,000",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
9c533406,HUT,HNX,Phạm Đức Minh,pham duc minh,Phó Tổng GĐ,Ban GĐ,49.0,1977,KS Cầu đường,"36,000",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
22f96781,HUT,HNX,Bùi Thị Bình,bui thi binh,Kế toán trưởng,Ban GĐ,36.0,1990,CN Kinh tế,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
865e84d2,HUT,HNX,Nguyễn Minh Hiếu,nguyen minh hieu,Trưởng BKS,BKS,,,,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
370feadd,HUT,HNX,Hoàng Thị Soa,hoang thi soa,Thành viên BKS,BKS,39.0,1987,,,2021,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
a9a1decb,HUT,HNX,Trần Thị Linh,tran thi linh,Thành viên BKS,BKS,41.0,,,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:44:31.544369
bb14e229,IDC,HNX,Nguyễn Thị Như Mai,nguyen thi nhu mai,Chủ tịch HĐQT,HĐQT,57.0,1969,ThS QTKD,"705,996",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:34.352678
0ee2af8e,IDC,HNX,Nguyễn Việt Tuấn,nguyen viet tuan,Thành Viên HĐQT,HĐQT,51.0,1975,CN Kinh tế,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:34.352678
57fa5055,IDC,HNX,Trần Thùy Giang,tran thuy giang,Thành Viên HĐQT,HĐQT,44.0,1982,CN Thương mại,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:34.352678
e6713392,IDC,HNX,Đặng Chính Trung,dang chinh trung,Thành viên HĐQT,HĐQT,67.0,1959,KS Hàng Không,,2018,"cafef,vietstock",1.0,True,2026-03-05T00:44:34.352678
d07e233a,IDC,HNX,Tôn Thất Anh Tuấn,ton that anh tuan,Thành viên HĐQT độc lập,HĐQT,47.0,1979,CN Kinh tế,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:34.352678
be4cd309,IDC,HNX,Nguyễn Hồng Hải,nguyen hong hai,Phó Tổng GĐ,Ban GĐ,50.0,1976,CN Kinh tế,,2010,"cafef,vietstock",1.0,True,2026-03-05T00:44:34.352678
de06f7c1,IDC,HNX,Trần Ngọc Sang,tran ngoc sang,Kế toán trưởng,Ban GĐ,40.0,1986,CN Kinh tế,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:44:34.352678
2cdee433,CEO,HNX,Đoàn Văn Bình,doan van binh,Chủ tịch HĐQT,HĐQT,55.0,1971,CN Ngoại ngữ/CN Kinh tế/T.S Luật,"107,236,713",2007,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
54a654c7,CEO,HNX,Trần Trung Kết,tran trung ket,Thành Viên HĐQT,HĐQT,43.0,1983,KS Đô thị,"182,382",2022,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
9cc898e4,CEO,HNX,Nguyễn Văn Đông,nguyen van dong,Thành viên HĐQT,HĐQT,54.0,1972,T.S Khoa học,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
51b0e884,CEO,HNX,Đoàn Đức Anh,doan duc anh,Thành viên HĐQT,HĐQT,23.0,2003,CN Kinh tế,,2025,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
882aa6bb,CEO,HNX,Đoàn Văn Minh,doan van minh,Thành viên HĐQT,HĐQT,50.0,1976,ThS QTKD,"157,557",2021,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
251e8d01,CEO,HNX,Ngô Thị Nguyệt Ánh,ngo thi nguyet anh,Phụ trách quản trị,Khác,50.0,1976,CN Luật,315,2024,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
c69382c4,CEO,HNX,Cao Văn Kiên,cao van kien,Tổng Giám đốc,Ban GĐ,47.0,1979,KS Xây dựng,"132,300",2014,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
2c6aaaf9,CEO,HNX,Tạ Văn Tố,ta van to,Phó TGĐ thường trực,Ban GĐ,55.0,1971,KS Xây dựng,"86,760",2021,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
15e7bf5f,CEO,HNX,Trần Đạo Đức,tran dao duc,Phó Tổng GĐ,Ban GĐ,53.0,1973,ThS Kinh tế,"101,841",2016,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
8b0671e5,CEO,HNX,Đỗ Phương Anh,do phuong anh,Phó Tổng GĐ,Ban GĐ,47.0,1979,CN Kinh tế,"2,469,929",2019,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
11dec0bd,CEO,HNX,Đỗ Thị Thơm,do thi thom,Phó Tổng GĐ,Ban GĐ,46.0,1980,CN TCKT,5,2007,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
4f2123f9,CEO,HNX,Thái Thị Tươi,thai thi tuoi,Kế toán trưởng,Ban GĐ,40.0,1986,CN Kế toán/ThS Quản lý K.Tế,"13,077",2025,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
1d7bad59,CEO,HNX,Trần Thị Thùy Linh,tran thi thuy linh,Trưởng BKS,BKS,47.0,1979,CN TCKT,,2015,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
f3aede87,CEO,HNX,Bùi Đức Thuyên,bui duc thuyen,Thành viên BKS,BKS,76.0,1950,CN TCKT,"163,100",2012,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
28cd8e4c,CEO,HNX,Nguyễn Thu Phương,nguyen thu phuong,Thành viên BKS,BKS,39.0,1987,CN Kế toán,,2019,"cafef,vietstock",1.0,True,2026-03-05T00:44:36.838521
5f9e9c3a,PVI,HNX,Jens Holger Wohlthat,jens holger wohlthat,Chủ tịch HĐQT,HĐQT,69.0,1958,,,2011,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
98d5e945,PVI,HNX,Dương Thanh Danh Francois,duong thanh danh francois,Phó Chủ tịch thường trực,HĐQT,57.0,1969,,,2017,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
751dc4d3,PVI,HNX,Nguyễn Tuấn Tú,nguyen tuan tu,Phó Chủ tịch HĐQT,HĐQT,54.0,1972,ThS QTKD,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
9616ba86,PVI,HNX,Đoàn Linh,doan linh,Thành viên HĐQT,HĐQT,57.0,1969,,,2020,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
221957e5,PVI,HNX,Ulrich Heinz Wollschlager,ulrich heinz wollschlager,Thành viên HĐQT,HĐQT,71.0,1956,,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
cabd312f,PVI,HNX,Bùi Thị Nguyệt,bui thi nguyet,Thành viên HĐQT độc lập,HĐQT,56.0,1970,,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
963c8eef,PVI,HNX,Christian Sebastian Mueller,christian sebastian mueller,Thành viên HĐQT độc lập,HĐQT,55.0,,,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
16cef624,PVI,HNX,Christine Nagel,christine nagel,Thành viên HĐQT độc lập,HĐQT,60.0,1966,Thạc sỹ Kinh tế,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
ae4ffc3e,PVI,HNX,Phùng Tuấn Kiên,phung tuan kien,Phụ trách quản trị,Ban GĐ,50.0,1976,ThS QTKD/CN Anh văn/KS Đ.tử Viễn thông,,2002,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
12cfcb0c,PVI,HNX,Phạm Anh Đức,pham anh duc,Phó Tổng GĐ,Ban GĐ,53.0,1973,CN Kinh tế/CN Bảo hiểm,,1995,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
f793c7a5,PVI,HNX,Vũ Văn Thắng,vu van thang,Phó Tổng GĐ,Ban GĐ,53.0,1973,CN Kinh tế/CN Bảo hiểm,,2009,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
3d2f8e38,PVI,HNX,Đỗ Tiến Thành,do tien thanh,Phó Tổng GĐ,Ban GĐ,55.0,1971,CN Ngoại ngữ/CN Kinh tế,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
3461efba,PVI,HNX,Trần Duy Cương,tran duy cuong,Kế toán trưởng,Ban GĐ,51.0,1975,ThS Kế toán,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
49852d54,PVI,HNX,Hà Lan,ha lan,Trưởng BKS,BKS,52.0,1974,CN KTTC,767,2002,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
38544bf0,PVI,HNX,Daryl John Vella,daryl john vella,Thành viên BKS,BKS,55.0,,CN KTTC,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
93717e6a,PVI,HNX,Trần Trọng Bình,tran trong binh,Thành viên BKS,BKS,51.0,,CN KTTC/CN Luật,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:38.899755
707d157c,SHS,HNX,Đỗ Quang Vinh,do quang vinh,Chủ tịch HĐQT,HĐQT,37.0,1989,ThS Tài chính,"13,950,000",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:41.454802
